Checkin service,Departure/Arrival time convenient,Age,Flight Distance,Class_dummy_Eco,Type of Travel_dummy_Personal Travel,Customer Type_dummy_disloyal Customer,Class_dummy_Eco Plus,satisfaction
1,4,50,1222,1,1,0,0,1
3,4,14,2557,1,1,0,0,1
4,4,19,1849,1,1,0,0,1
5,4,19,2235,1,1,0,0,1
2,4,56,2160,0,1,0,1,0
4,4,41,2208,1,1,0,0,0
3,4,29,1849,0,1,0,0,0
1,4,36,2637,1,1,0,0,0
4,4,64,2914,1,1,0,0,0
3,4,49,1161,1,1,0,0,1
3,4,10,2124,0,1,0,1,0
5,4,21,2490,1,1,0,0,0
4,4,65,1175,0,1,0,1,1
4,4,54,1169,1,1,0,0,1
5,4,68,3065,1,1,0,0,0
1,4,16,2936,1,1,0,0,0
3,4,45,1162,1,1,0,0,1
3,4,7,2691,1,1,0,0,0
2,4,25,2834,1,1,0,0,1
3,4,17,2146,1,1,0,0,1
4,4,46,1143,1,1,0,0,1
5,4,55,2736,1,1,0,0,0
4,4,56,1144,1,1,0,0,1
5,4,60,1135,1,1,0,0,1
4,4,14,2560,0,1,0,0,1
1,4,12,2257,1,1,0,0,1
3,4,7,2739,0,1,0,1,0
1,4,60,1093,1,1,0,0,1
3,4,60,1097,1,1,0,0,1
5,4,57,1114,1,1,0,0,1
3,4,44,2563,1,1,0,0,0
5,4,63,2260,1,1,0,0,0
5,4,48,1134,1,1,0,0,1
5,4,47,1099,1,1,0,0,1
3,4,58,1104,1,1,0,0,1
5,4,20,1975,1,1,0,0,1
5,4,66,2489,1,1,0,0,0
5,4,48,1122,1,1,0,0,1
5,4,17,2432,0,1,0,0,0
4,4,60,2524,1,1,0,0,0
2,4,60,2647,1,1,0,0,0
5,4,34,2333,1,1,0,0,1
5,4,53,1073,1,1,0,0,1
4,4,51,1966,0,1,0,1,0
4,4,17,2189,1,1,0,0,0
3,4,31,2262,0,1,0,0,1
4,4,10,2515,1,1,0,0,0
3,4,31,2461,1,1,0,0,0
3,4,63,1079,1,1,0,0,1
4,4,61,2573,1,1,0,0,0
5,4,61,2629,0,1,0,1,0
4,4,24,1983,0,1,0,1,0
5,4,29,1972,1,1,0,0,0
3,4,55,2397,0,1,0,1,0
1,4,60,1938,1,1,0,0,0
2,4,60,1936,1,1,0,0,0
4,4,11,2872,0,1,0,0,1
3,4,40,2549,1,1,0,0,0
4,4,15,2942,1,1,0,0,0
3,4,27,2653,1,1,0,0,0
5,4,63,1026,0,1,0,0,1
3,4,66,1001,1,1,0,0,1
5,4,8,2325,1,1,0,0,1
4,4,27,2230,0,1,0,1,0
4,4,26,2881,1,1,0,0,0
3,5,30,2333,1,1,0,0,1
5,4,36,2186,1,1,0,0,0
5,5,28,2479,1,1,0,0,1
5,5,17,2775,1,1,0,0,1
2,4,24,2206,1,1,0,0,0
3,5,40,2526,1,1,0,0,1
3,4,44,2579,1,1,0,0,0
4,4,70,1798,1,1,0,0,0
4,4,58,2406,1,1,0,0,0
3,5,47,999,1,1,0,0,1
3,4,10,2275,1,1,0,0,0
3,4,16,1862,1,1,0,0,0
4,5,59,985,1,1,0,0,1
3,5,55,958,1,1,0,0,1
2,4,25,2533,1,1,0,0,0
2,4,10,2490,1,1,0,0,0
5,4,14,1664,1,1,0,0,0
2,4,54,2417,1,1,0,0,0
1,4,39,2807,0,1,0,1,0
5,4,31,2583,1,1,0,0,0
4,4,16,2080,1,1,0,0,0
4,5,53,985,1,1,0,0,1
4,5,61,942,1,1,0,0,1
4,5,51,942,1,1,0,0,1
4,4,51,2063,0,1,0,1,0
3,5,13,2731,1,1,0,0,1
3,4,16,2395,1,1,0,0,0
1,5,15,1982,1,1,0,0,1
5,4,21,2424,1,1,0,0,0
4,4,34,916,0,1,0,0,0
2,5,18,2140,1,1,0,0,1
1,5,52,956,1,1,0,0,1
2,5,50,911,0,1,0,0,1
5,4,47,2859,1,1,0,0,0
4,4,10,2461,1,1,0,0,0
4,4,26,1613,1,1,0,0,0
2,4,9,2202,1,1,0,0,0
3,5,29,2051,1,1,0,0,1
4,4,32,2752,1,1,0,0,0
4,4,54,2763,1,1,0,0,0
3,5,20,2140,1,1,0,0,1
3,5,44,916,1,1,0,0,1
4,4,15,1977,1,1,0,0,0
5,4,19,2291,1,1,0,0,0
3,5,25,1757,1,1,0,0,1
2,5,50,901,0,1,0,1,1
5,5,61,908,1,1,0,0,1
3,4,54,874,0,1,0,0,0
5,4,12,2441,1,1,0,0,0
3,5,62,879,1,1,0,0,1
2,4,46,2107,1,1,0,0,0
3,5,21,2532,1,1,0,0,1
3,5,18,2437,1,1,0,0,1
3,4,70,2406,1,1,0,0,0
3,4,49,2411,1,1,0,0,0
4,4,58,2294,1,1,0,0,0
5,5,26,2153,0,1,0,0,1
4,4,64,2219,0,1,0,1,0
3,5,27,1475,1,1,0,0,1
4,5,44,852,1,1,0,0,1
3,5,14,2039,1,1,0,0,1
1,4,18,1873,1,1,0,0,0
4,5,10,1980,1,1,0,0,1
4,5,64,846,1,1,0,0,1
3,4,42,1638,1,1,0,0,0
5,5,54,846,0,1,0,0,1
4,4,62,2243,1,1,0,0,0
3,4,10,1955,1,1,0,0,0
5,4,54,1784,0,1,0,1,0
3,5,20,2270,1,1,0,0,1
1,5,13,2380,1,1,0,0,1
4,4,56,1707,1,1,0,0,0
4,5,54,815,1,1,0,0,1
5,4,46,1927,1,1,0,0,0
4,5,15,1867,1,1,0,0,1
3,4,64,1591,1,1,0,0,0
2,4,46,2448,1,1,0,0,0
1,5,18,1853,1,1,0,0,1
5,5,46,797,1,1,0,0,1
4,4,46,1981,1,1,0,0,0
4,4,57,2282,1,1,0,0,0
5,4,37,2040,1,1,0,0,0
2,5,57,802,1,1,0,0,1
4,4,22,1766,1,1,0,0,0
4,5,20,2031,1,1,0,0,1
2,5,29,2106,1,1,0,0,1
5,5,15,2037,1,1,0,0,1
4,4,16,2190,1,1,0,0,0
3,5,58,762,0,1,0,1,1
4,4,49,1704,0,1,0,1,0
3,4,65,2243,0,1,0,1,0
2,5,53,779,1,1,0,0,1
2,5,25,2169,0,1,0,0,1
3,4,68,2543,1,1,0,0,0
3,4,25,2485,1,1,0,0,0
3,5,44,762,1,1,0,0,1
3,4,64,2067,1,1,0,0,0
4,5,24,2150,1,1,0,0,1
4,4,29,1784,1,1,0,0,0
5,5,18,2585,1,1,0,0,1
5,5,68,753,0,1,0,1,1
4,4,60,2278,1,1,0,0,0
4,4,53,1649,1,1,0,0,0
1,4,68,1418,0,1,0,1,0
3,5,66,761,1,1,0,0,1
4,5,25,2535,1,1,0,0,1
3,5,54,768,1,1,0,0,1
4,4,19,2220,1,1,0,0,0
5,5,58,734,1,1,0,0,1
5,4,70,1911,1,1,0,0,0
4,5,52,754,1,1,0,0,1
3,4,58,1609,0,1,0,1,0
4,5,63,737,0,1,0,1,1
3,5,15,1763,1,1,0,0,1
5,5,65,748,1,1,0,0,1
3,5,51,742,1,1,0,0,1
4,5,7,2401,1,1,0,0,1
4,4,10,1683,1,1,0,0,0
4,5,67,701,1,1,0,0,1
4,5,30,1669,1,1,0,0,1
4,4,30,1795,0,1,0,1,0
5,4,41,2027,1,1,0,0,0
5,5,25,2128,1,1,0,0,1
3,5,65,696,1,1,0,0,1
3,5,47,699,1,1,0,0,1
1,4,37,2334,1,1,0,0,0
2,5,58,714,1,1,0,0,1
4,5,64,721,0,1,0,1,1
5,4,64,2305,1,1,0,0,0
1,4,45,703,0,1,0,0,0
3,4,51,2046,1,1,0,0,0
4,4,24,1858,1,1,0,0,0
5,5,14,2094,1,1,0,0,1
3,5,57,703,1,1,0,0,1
4,4,61,2401,1,1,0,0,0
4,5,37,1594,1,1,0,0,1
3,5,59,716,1,1,0,0,1
3,5,18,1888,1,1,0,0,1
4,4,57,2477,1,1,0,0,0
4,5,12,1983,0,1,0,0,1
3,4,20,2251,1,1,0,0,0
5,5,58,680,1,1,0,0,1
3,4,52,1949,1,1,0,0,0
5,5,55,662,1,1,0,0,1
2,4,42,1555,1,1,0,0,0
4,5,66,658,1,1,0,0,1
3,4,26,1699,1,1,0,0,0
3,5,53,658,1,1,0,0,1
2,4,29,2131,1,1,0,0,0
5,4,46,1680,1,1,0,0,0
3,5,68,646,1,1,0,0,1
4,4,48,1502,1,1,0,0,0
4,4,14,1803,1,1,0,0,0
4,5,24,2024,1,1,0,0,1
4,5,30,2035,0,1,0,0,1
4,5,39,1632,1,1,0,0,1
4,5,30,2088,1,1,0,0,1
3,4,47,2025,1,1,0,0,0
4,4,24,1905,1,1,0,0,0
5,5,38,1579,1,1,0,0,1
4,5,50,678,1,1,0,0,1
2,5,40,2072,1,1,0,0,1
4,5,58,653,1,1,0,0,1
3,4,49,1833,0,1,0,1,0
1,4,54,650,0,1,0,0,0
5,5,26,2520,1,1,0,0,1
4,5,30,1740,1,1,0,0,1
3,5,66,636,1,1,0,0,1
5,5,11,1809,1,1,0,0,1
1,5,32,2182,1,1,0,0,1
3,4,54,1780,1,1,0,0,0
3,5,44,646,0,1,0,1,1
3,4,18,1729,1,1,0,0,0
4,5,54,662,1,1,0,0,1
4,5,35,1847,1,1,0,0,1
3,5,17,1572,1,1,0,0,1
3,5,68,657,1,1,0,0,1
4,4,56,1492,1,1,0,0,0
3,4,10,2220,1,1,0,0,0
3,4,22,1778,1,1,0,0,0
5,4,56,1990,1,1,0,0,0
5,4,33,1879,1,1,0,0,0
2,5,58,641,1,1,0,0,1
3,4,56,649,0,1,0,0,0
3,4,20,1917,1,1,0,0,0
3,5,14,2257,1,1,0,0,1
3,5,37,2022,1,1,0,0,1
5,5,34,612,0,1,0,0,1
4,4,12,2011,0,1,0,1,0
4,5,35,609,0,1,0,0,1
5,4,58,2088,1,1,0,0,0
4,4,58,1616,1,1,0,0,0
1,5,49,627,1,1,0,0,1
1,5,35,1430,1,1,0,0,1
3,5,61,602,0,1,0,1,1
5,5,9,1299,1,1,0,0,1
4,5,17,1745,1,1,0,0,1
4,5,51,590,1,1,0,0,1
4,4,66,1826,1,1,0,0,0
4,5,9,1687,1,1,0,0,1
1,5,39,613,0,1,0,0,1
5,5,48,604,1,1,0,0,1
3,4,62,2369,0,1,0,1,0
2,4,69,1412,1,1,0,0,0
2,4,36,2030,1,1,0,0,0
2,5,17,1228,1,1,0,0,1
3,4,30,1415,1,1,0,0,0
3,4,19,1437,1,1,0,0,0
3,5,7,1575,1,1,0,0,1
4,4,36,591,0,1,0,0,0
3,4,18,2272,1,1,0,0,0
1,4,58,1713,1,1,0,0,0
3,4,56,557,0,1,0,0,0
3,4,34,1606,1,1,0,0,0
5,4,62,2049,1,1,0,0,0
4,4,61,2247,1,1,0,0,0
3,5,65,564,1,1,0,0,1
5,4,59,1982,1,1,0,0,0
5,5,58,580,1,1,0,0,1
5,4,68,2355,1,1,0,0,0
3,0,40,1968,1,1,0,0,1
4,5,69,570,0,1,0,1,1
3,1,21,2322,1,1,0,0,1
4,4,14,2215,0,1,0,1,0
4,2,10,2109,0,1,0,1,1
3,5,48,557,1,1,0,0,1
4,4,27,2216,1,1,0,0,0
4,4,8,1304,1,1,0,0,0
4,4,18,1797,1,1,0,0,0
5,4,15,1813,1,1,0,0,0
4,5,44,560,1,1,0,0,1
4,5,26,1696,1,1,0,0,1
5,5,66,515,1,1,0,0,1
1,4,63,1905,1,1,0,0,0
4,1,55,540,1,1,0,0,1
5,4,38,2085,1,1,0,0,0
4,4,12,1423,1,1,0,0,0
4,4,35,2218,1,1,0,0,0
5,4,37,1311,0,1,0,1,0
4,3,42,553,1,1,0,0,1
3,1,8,1960,0,1,0,1,1
1,3,54,548,0,1,0,0,1
5,4,39,1782,0,1,0,1,0
4,4,46,1483,1,1,0,0,0
4,4,43,1254,1,1,0,0,0
4,3,60,506,1,1,0,0,1
3,1,28,1167,1,1,0,0,1
4,4,38,2279,1,1,0,0,0
5,4,13,1908,1,1,0,0,0
5,4,9,1555,1,1,0,0,0
5,4,47,2023,1,1,0,0,0
5,4,22,1981,1,1,0,0,0
3,4,37,1659,1,1,0,0,0
4,2,36,1687,1,1,0,0,1
4,3,29,1899,1,1,0,0,1
5,5,40,1577,1,1,0,0,1
3,1,20,1531,1,1,0,0,1
4,5,19,1986,1,1,0,0,1
4,2,22,1491,1,1,0,0,1
1,4,18,1705,1,1,0,0,0
5,4,18,1463,1,1,0,0,0
3,3,9,1636,1,1,0,0,1
3,5,39,2237,1,1,0,0,1
4,4,61,1947,1,1,0,0,0
5,4,55,1529,1,1,0,0,0
3,3,11,2042,1,1,0,0,1
4,5,42,490,1,1,0,0,1
3,2,36,1521,1,1,0,0,1
2,4,35,1475,1,1,0,0,0
4,4,32,1554,1,1,0,0,0
4,4,59,2003,1,1,0,0,0
4,5,25,2068,1,1,0,0,1
5,5,64,458,0,1,0,1,1
3,4,17,1652,1,1,0,0,1
1,4,56,475,1,1,0,0,1
1,4,58,467,0,1,0,0,1
3,4,30,1767,1,1,0,0,0
3,3,17,1855,1,1,0,0,1
5,4,60,478,1,1,0,0,1
4,4,45,2167,1,1,0,0,0
3,4,35,480,0,1,0,0,0
3,4,33,1915,1,1,0,0,0
3,5,20,2013,1,1,0,0,1
4,4,12,2129,1,1,0,0,0
5,4,12,2114,1,1,0,0,0
2,3,10,1577,1,1,0,0,1
2,4,12,2217,1,1,0,0,0
5,1,24,1550,1,1,0,0,1
4,4,15,1467,1,1,0,0,0
5,1,23,1891,1,1,0,0,1
5,4,7,1704,1,1,0,0,0
5,3,45,461,1,1,0,0,1
3,1,43,434,1,1,0,0,1
5,2,32,2388,1,1,0,0,1
4,4,32,1653,0,1,0,1,0
2,3,28,1871,0,1,0,0,1
4,4,69,2229,1,1,0,0,0
1,4,11,1913,1,1,0,0,0
5,4,70,420,1,1,0,0,1
5,4,10,1702,1,1,0,0,0
3,4,57,1756,0,1,0,1,0
5,4,51,451,1,1,0,0,1
2,4,36,1519,1,1,0,0,0
5,5,44,433,1,1,0,0,1
4,4,64,430,0,1,0,0,0
4,3,28,1809,1,1,0,0,1
3,4,66,1951,1,1,0,0,0
3,4,37,1753,1,1,0,0,0
3,4,57,1434,1,1,0,0,0
5,4,37,1240,1,1,0,0,1
5,4,19,1314,1,1,0,0,0
5,4,35,1972,1,1,0,0,0
3,4,56,1262,1,1,0,0,0
4,2,24,2209,1,1,0,0,1
3,4,69,2008,0,1,0,1,0
4,4,35,416,0,1,0,0,0
3,4,53,1359,1,1,0,0,0
4,5,29,1666,1,1,0,0,1
3,4,9,1556,1,1,0,0,1
5,4,61,2136,1,1,0,0,0
3,5,34,1169,1,1,0,0,1
5,4,36,1912,0,1,0,1,1
5,1,43,442,1,1,0,0,1
1,2,60,411,1,1,0,0,1
2,4,64,1450,0,1,0,1,0
3,3,22,1619,0,1,0,0,1
3,4,50,1979,1,1,0,0,0
3,1,60,404,1,1,0,0,1
4,4,69,1736,1,1,0,0,0
4,4,51,1063,1,1,0,0,0
3,4,28,1462,1,1,0,0,0
4,1,22,2147,1,1,0,0,1
3,5,47,374,1,1,0,0,1
5,1,34,1639,1,1,0,0,1
3,4,46,390,1,1,0,0,1
4,2,52,391,1,1,0,0,1
5,2,26,1785,1,1,0,0,1
4,2,19,2231,1,1,0,0,1
3,3,12,1884,1,1,0,0,1
5,4,64,1183,0,1,0,1,0
3,3,66,349,1,1,0,0,1
5,4,67,1767,1,1,0,0,0
2,4,43,1816,1,1,0,0,0
5,5,33,1771,1,1,0,0,1
4,1,42,349,1,1,0,0,1
4,4,25,1878,1,1,0,0,0
3,3,26,1158,1,1,0,0,1
1,3,70,371,1,1,0,0,1
3,3,14,1737,0,1,0,1,1
4,4,69,1579,0,1,0,1,0
3,4,65,1599,1,1,0,0,0
3,4,48,1960,0,1,0,1,0
4,4,20,2072,1,1,0,0,1
5,2,44,362,0,1,0,0,1
3,4,44,366,0,1,0,0,0
5,4,39,1441,1,1,0,0,0
1,4,8,1397,1,1,0,0,0
5,4,10,1667,0,1,0,1,1
5,4,17,1136,1,1,0,0,0
5,2,14,1467,1,1,0,0,1
4,3,66,329,1,1,0,0,1
4,5,61,374,1,1,0,0,1
2,4,24,1554,1,1,0,0,0
4,4,51,1229,0,1,0,1,0
5,2,24,1612,1,1,0,0,1
4,5,21,1468,1,1,0,0,1
3,1,58,333,0,1,0,0,1
4,2,46,320,1,1,0,0,1
3,4,36,1893,1,1,0,0,0
5,1,48,325,1,1,0,0,1
5,3,26,1746,1,1,0,0,1
2,4,16,1565,1,1,0,0,0
5,4,31,1647,1,1,0,0,0
1,2,28,1272,1,1,0,0,1
2,4,13,2031,1,1,0,0,0
5,1,43,314,0,1,0,1,1
5,5,58,346,1,1,0,0,1
4,4,38,343,0,1,0,0,0
3,1,33,1273,1,1,0,0,1
5,2,62,315,1,1,0,0,1
4,4,11,1413,1,1,0,0,0
4,4,26,1608,1,1,0,0,0
4,4,42,302,0,1,0,0,1
5,4,35,1989,1,1,0,0,0
4,1,42,306,1,1,0,0,1
1,4,57,1741,1,1,0,0,0
5,4,55,1587,0,1,0,1,0
4,2,24,1872,1,1,0,0,1
3,3,62,303,1,1,0,0,1
4,1,67,288,1,1,0,0,1
5,2,43,306,1,1,0,0,1
4,4,23,1981,1,1,0,0,0
4,4,70,1742,0,1,0,1,0
5,4,55,1303,1,1,0,0,0
3,4,27,1252,1,1,0,0,0
2,4,64,1430,1,1,0,0,0
4,5,36,1146,1,1,0,0,1
3,4,65,1603,1,1,0,0,0
4,4,37,1318,1,1,0,0,0
3,4,70,1275,1,1,0,0,0
1,4,22,1260,1,1,0,0,0
4,4,52,2119,0,1,0,1,0
3,3,50,243,1,1,0,0,1
4,1,38,1844,1,1,0,0,1
1,1,27,1485,1,1,0,0,1
5,1,55,277,1,1,0,0,1
3,1,33,2072,1,1,0,0,1
3,4,52,2025,1,1,0,0,0
4,4,57,2011,1,1,0,0,0
3,5,8,1337,1,1,0,0,1
3,2,19,1658,1,1,0,0,1
5,4,58,1711,1,1,0,0,0
3,4,45,1372,1,1,0,0,0
3,4,43,1018,0,1,0,1,0
3,4,34,245,0,1,0,0,0
5,3,40,1831,0,1,0,1,1
3,2,15,1837,1,1,0,0,1
4,4,12,1538,1,1,0,0,0
5,4,26,1516,0,1,0,0,0
4,5,47,238,1,1,0,0,1
1,4,61,260,0,1,0,0,0
4,4,44,1122,1,1,0,0,0
3,4,25,1366,1,1,0,0,0
3,4,32,1938,0,1,0,0,0
3,4,9,1619,1,1,0,0,1
3,4,46,1203,0,1,0,1,0
3,4,16,1556,1,1,0,0,0
4,4,14,1737,0,1,0,0,1
3,4,7,1738,0,1,0,1,0
4,4,17,1766,0,1,0,1,0
4,1,41,224,0,1,0,0,1
4,4,21,1290,1,1,0,0,0
1,4,44,970,1,1,0,0,0
4,3,38,2085,1,1,0,0,1
3,2,17,1342,0,1,0,1,1
3,4,12,1730,1,1,0,0,0
4,4,46,233,0,1,0,0,0
4,4,63,1909,1,1,0,0,0
5,4,39,825,0,1,0,1,0
3,3,41,1642,1,1,0,0,1
3,4,47,1331,1,1,0,0,0
5,4,52,1552,1,1,0,0,0
4,4,21,1535,1,1,0,0,1
3,5,44,97,1,1,0,0,1
4,4,70,217,1,1,0,0,1
3,4,25,1257,0,1,0,0,0
1,4,58,1553,1,1,0,0,0
2,3,58,221,1,1,0,0,1
4,1,29,1175,1,1,0,0,1
2,5,27,1691,1,1,0,0,1
5,4,45,1913,1,1,0,0,0
4,4,24,1901,1,1,0,0,0
5,4,51,1399,1,1,0,0,0
2,4,34,988,1,1,0,0,0
4,2,58,222,1,1,0,0,1
4,4,53,217,1,1,0,0,1
3,4,59,1158,1,1,0,0,0
4,2,27,1273,1,1,0,0,1
1,4,26,1566,1,1,0,0,0
3,1,56,200,1,1,0,0,1
5,4,67,1928,1,1,0,0,0
5,4,47,88,1,1,0,0,1
4,4,43,1748,1,1,0,0,0
5,4,37,1427,1,1,0,0,1
3,4,55,1402,0,1,0,1,0
5,5,26,1588,1,1,0,0,1
2,3,40,1320,1,1,0,0,1
2,4,15,1678,1,1,0,0,0
1,4,25,2051,1,1,0,0,0
4,4,23,978,1,1,0,0,0
2,4,67,1313,0,1,0,1,0
1,4,15,1146,1,1,0,0,0
4,3,50,129,1,1,0,0,1
1,1,19,1523,1,1,0,0,1
4,4,69,1324,1,1,0,0,0
3,1,51,51,1,1,0,0,1
1,4,58,1588,1,1,0,0,0
5,5,41,1499,1,1,0,0,1
3,4,27,1871,0,1,0,1,0
3,4,51,1039,1,1,0,0,0
4,1,25,1250,1,1,0,0,1
4,4,59,870,1,1,0,0,0
4,4,12,1787,0,1,0,1,1
4,1,36,1394,1,1,0,0,1
4,5,31,880,1,1,0,0,1
5,4,34,1642,1,1,0,0,0
4,1,8,1076,0,1,0,1,1
4,4,10,1305,1,1,0,0,0
1,2,53,194,1,1,0,0,1
5,4,34,1792,1,1,0,0,0
4,4,43,93,1,1,0,0,1
5,4,62,4747,1,1,0,0,0
4,3,17,4498,0,1,0,1,1
3,4,49,4088,1,1,0,0,0
4,4,44,3643,1,1,0,0,0
3,4,67,3782,1,1,0,0,0
5,1,20,3975,1,1,0,0,1
4,3,33,3403,1,1,0,0,1
4,3,8,4135,1,1,0,0,1
3,4,63,4290,0,1,0,1,0
5,5,27,3728,1,1,0,0,1
1,4,48,4318,1,1,0,0,0
5,4,18,4387,1,1,0,0,0
5,2,70,2543,0,1,0,1,1
4,1,23,3935,1,1,0,0,1
5,4,25,3330,0,1,0,1,0
1,4,17,4068,0,1,0,0,0
2,3,41,3880,1,1,0,0,1
4,4,37,3525,1,1,0,0,0
4,4,12,3949,0,1,0,1,0
2,1,66,2462,0,1,0,1,1
5,2,31,4028,1,1,0,0,1
3,2,9,3677,1,1,0,0,1
4,5,68,2430,0,1,0,0,1
5,4,51,2405,1,1,0,0,1
5,4,61,3690,0,1,0,1,0
1,4,60,3420,1,1,0,0,0
1,4,32,3737,0,1,0,1,0
3,4,14,3803,1,1,0,0,0
2,4,17,3730,1,1,0,0,1
3,4,21,3880,1,1,0,0,0
5,1,30,3568,1,1,0,0,1
3,4,33,3791,0,1,0,0,0
1,5,68,2196,1,1,0,0,1
3,1,52,2210,1,1,0,0,1
3,4,21,3536,1,1,0,0,1
4,4,41,3127,1,1,0,0,1
4,1,29,4049,1,1,0,0,1
4,4,13,3419,1,1,0,0,1
5,4,48,3251,1,1,0,0,0
1,4,33,3129,1,1,0,0,0
3,1,38,3511,1,1,0,0,1
2,1,14,3199,1,1,0,0,1
2,4,57,3799,1,1,0,0,0
3,4,28,2881,0,1,0,0,0
5,2,45,1882,1,1,0,0,1
5,1,25,3189,1,1,0,0,1
4,4,53,3258,0,1,0,1,0
5,3,27,2768,1,1,0,0,1
5,2,18,3230,1,1,0,0,1
4,5,55,1766,1,1,0,0,1
3,4,30,2580,0,1,0,0,0
4,1,53,1750,1,1,0,0,1
4,4,27,2966,0,1,0,1,1
2,4,44,2950,1,1,0,0,0
1,4,42,2932,0,1,0,1,0
1,3,8,2720,1,1,0,0,1
4,4,53,2823,1,1,0,0,0
1,5,17,2932,1,1,0,0,1
4,1,39,3040,1,1,0,0,1
5,4,50,1676,0,1,0,1,1
1,4,30,2741,1,1,0,0,0
4,4,19,3351,0,1,0,1,0
3,3,15,2333,1,1,0,0,1
5,4,31,2628,1,1,0,0,0
5,3,19,2898,1,1,0,0,1
3,2,55,1569,1,1,0,0,1
3,4,52,2854,1,1,0,0,0
1,4,65,2917,1,1,0,0,0
4,3,10,2555,0,1,0,1,1
4,4,67,2396,1,1,0,0,0
3,4,32,2487,0,1,0,1,0
4,2,66,1530,1,1,0,0,1
3,4,41,2453,1,1,0,0,0
2,4,64,1484,0,1,0,1,1
3,4,33,3125,1,1,0,0,0
3,4,68,2605,1,1,0,0,0
5,2,56,1459,1,1,0,0,1
3,4,10,2415,1,1,0,0,1
5,4,27,2440,1,1,0,0,0
5,4,63,3041,1,1,0,0,0
4,4,15,3041,1,1,0,0,1
3,4,12,2729,1,1,0,0,0
4,4,9,2828,1,1,0,0,0
3,4,60,2839,1,1,0,0,0
5,1,48,1389,1,1,0,0,1
1,4,19,2670,0,1,0,1,0
4,4,19,2310,0,1,0,1,0
5,4,59,2539,1,1,0,0,0
4,4,58,2966,1,1,0,0,0
4,4,48,1316,1,1,0,0,1
4,4,15,3165,0,1,0,1,0
3,4,37,1941,1,1,0,0,0
2,1,40,1990,1,1,0,0,1
5,4,26,2928,1,1,0,0,0
5,4,25,2368,0,1,0,0,0
3,3,21,2210,1,1,0,0,1
4,4,12,2508,1,1,0,0,0
3,4,43,2748,1,1,0,0,0
1,4,70,2971,0,1,0,1,0
5,4,67,1247,1,1,0,0,1
3,1,57,1223,1,1,0,0,1
5,1,63,1209,1,1,0,0,1
2,3,36,2210,1,1,0,0,1
5,4,58,2256,1,1,0,0,0
5,4,8,3062,1,1,0,0,0
5,1,34,1196,0,1,0,0,1
4,2,37,1216,0,1,0,0,1
3,4,46,2011,1,1,0,0,0
5,4,65,2132,1,1,0,0,0
4,1,52,1196,1,1,0,0,1
3,4,62,2697,1,1,0,0,0
3,4,38,1985,1,1,0,0,0
3,2,44,1167,1,1,0,0,1
5,4,35,2928,0,1,0,1,0
3,3,28,2776,1,1,0,0,1
3,4,70,2001,1,1,0,0,0
4,4,63,2583,1,1,0,0,0
3,5,69,1126,1,1,0,0,1
2,4,11,2507,1,1,0,0,0
5,4,67,2075,0,1,0,1,0
5,3,69,1133,1,1,0,0,1
4,2,56,1106,1,1,0,0,1
5,4,54,2585,1,1,0,0,0
4,2,29,2545,0,1,0,1,1
4,3,15,2344,1,1,0,0,1
5,4,50,1793,0,1,0,1,0
3,4,22,2413,1,1,0,0,0
3,4,49,1111,0,1,0,0,0
5,2,48,1109,1,1,0,0,1
4,4,53,1098,1,1,0,0,1
5,4,64,2628,1,1,0,0,0
5,4,33,2818,1,1,0,0,0
5,2,64,1082,1,1,0,0,1
3,5,15,2750,1,1,0,0,1
3,4,69,2474,1,1,0,0,0
4,4,23,2524,1,1,0,0,0
3,4,45,2798,1,1,0,0,0
2,4,48,2417,1,1,0,0,0
3,1,49,1036,1,1,0,0,1
5,4,44,2825,1,1,0,0,0
4,5,17,1932,1,1,0,0,1
3,4,31,1848,1,1,0,0,0
4,4,29,1897,1,1,0,0,0
4,4,36,2419,1,1,0,0,0
3,4,12,2596,1,1,0,0,0
3,4,69,2627,1,1,0,0,0
4,5,11,2140,1,1,0,0,1
5,1,8,2245,0,1,0,1,1
3,4,28,2237,1,1,0,0,0
4,3,19,2460,1,1,0,0,1
5,4,12,1965,1,1,0,0,1
5,4,46,2260,1,1,0,0,0
5,3,61,993,1,1,0,0,1
2,3,13,2766,1,1,0,0,1
3,4,12,2804,1,1,0,0,0
5,1,42,1029,1,1,0,0,1
4,5,39,2846,1,1,0,0,1
4,5,65,1028,1,1,0,0,1
3,4,7,2263,1,1,0,0,0
1,4,37,1960,1,1,0,0,0
4,5,40,2609,1,1,0,0,1
3,4,55,2932,1,1,0,0,0
3,5,11,2518,1,1,0,0,1
3,4,60,2464,0,1,0,1,0
4,1,13,1990,0,1,0,0,1
3,4,39,1884,1,1,0,0,0
5,4,7,2331,1,1,0,0,0
4,2,27,1915,1,1,0,0,1
4,3,35,1722,1,1,0,0,1
5,3,22,1951,1,1,0,0,1
5,4,18,2631,1,1,0,0,0
1,4,57,1909,1,1,0,0,0
2,4,47,974,1,1,0,0,1
3,2,50,974,1,1,0,0,1
2,3,61,993,1,1,0,0,1
2,4,58,2289,1,1,0,0,0
4,4,19,2744,1,1,0,0,0
1,4,34,1677,1,1,0,0,0
1,4,10,2256,1,1,0,0,0
2,4,33,1854,1,1,0,0,0
3,4,27,2393,1,1,0,0,0
3,4,26,2294,1,1,0,0,0
3,5,38,2250,0,1,0,1,1
